#;PSRJ;RAJ;DECJ;P0;P1;BINARY;PSR;NGLT;
;;(hms);(dms);(s);;(type);TYPE;;
2849;J1926+1648;19:26:45.3;+16:48:32.7;0.579823;1.80e-14;*;*;*;
2850;J1926+1857g;19:26:59;+18:57;0.278730;*;*;*;*;
2851;J1926+1928;19:26:22.8;+19:28:11.7;1.346012;1.43e-15;*;*;*;
2852;J1926+2016;19:26:18.0;+20:16:01.1;0.299072;3.50e-15;*;*;*;
2853;J1927+0911;19:27:25.6;+09:11:05.7;0.290305;6.35e-17;*;*;*;
2854;J1927+1430g;19:27:40;+14:30;0.202880;*;*;*;*;
2855;J1927+1852;19:27:10.4;+18:52:08.5;0.482766;1.16e-16;*;*;*;
2856;J1927+1856;19:27:24.9;+18:56:36.8;0.298313;2.24e-15;*;*;*;
2857;J1927+2234;19:27:08.0;+22:34:57.3;1.431066;7.71e-16;*;*;*;
2858;J1928-0108;19:28:18.9;-01:08:55.7;2.365714;2.80e-15;*;*;*;
2859;J1928+1245;19:28:45.3;+12:45:53.3;0.003022;1.68e-20;ELL1;*;*;
2860;J1928+1443;19:28:06.7;+14:43:11.3;1.010739;2.10e-16;*;*;*;
2861;J1928+15;19:28:20;+15:13;0.403000;*;*;RRAT;*;
2862;J1928+1725;19:28:52;+17:25:29;0.289838;*;*;*;*;
2863;J1928+1746;19:28:42.5;+17:46:29.6;0.068730;1.32e-14;*;HE[sbc+19];*;
2864;J1928+1809g;19:28:06;+18:09;0.294460;*;*;*;*;
2865;J1928+1816g;19:28:10;+18:16;0.010540;*;*;*;*;
2866;J1928+1839g;19:28:38;+18:39;2.260910;*;*;*;*;
2867;J1928+1852g;19:28:05;+18:52;0.792810;*;*;*;*;
2868;J1928+1902g;19:28:05;+19:02;0.005800;*;*;*;*;
2869;J1928+1915g;19:29:00;+19:15;0.974350;*;*;*;*;
2870;J1928+1923;19:28:05.1;+19:23:31.3;0.817330;6.35e-15;*;*;*;
2871;J1928+28;19:28;+28;1.063000;*;*;*;*;
2872;J1929+00;19:29:28;+00:26;1.166900;*;*;*;*;
2873;J1929+0132;19:29:42.5;+01:32:46.5;0.006418;8.56e-21;ELL1;*;*;
2874;J1929+1357;19:29:10.6;+13:57:35.9;0.866927;3.66e-15;*;*;*;
2875;J1929+16;19:29:18;+16:21;0.529681;*;*;*;*;
2876;J1929+1615g;19:29:36;+16:15;0.044600;*;*;*;*;
2877;J1929+1731g;19:29:04;+17:31;3.995400;*;*;*;*;
2878;J1929+1844;19:29:16.7;+18:44:59.5;1.220470;2.36e-15;*;*;*;
2879;J1929+19;19:29:32;+19:05;0.339216;*;*;*;*;
2880;J1929+1937g;19:29:10;+19:37;0.563730;*;*;*;*;
2881;J1929+1955;19:29:17.5;+19:55:07.9;0.257832;2.56e-15;*;*;*;
2882;J1929+2121;19:29:04.2;+21:21:22.6;0.723599;2.14e-15;*;*;*;
2883;J1929+3817;19:29:07.0;+38:17:57.5;0.814215;6.10e-16;*;*;*;
2884;J1929+62;19:29;+62:16;1.456004;*;*;*;*;
2885;J1929+66;19:29;+66;0.806000;*;*;*;*;
2886;J1930+1316;19:30:00.9;+13:16:11.1;0.760032;3.66e-15;*;*;*;
2887;J1930+1357g;19:30:12;+13:57;0.323540;*;*;*;*;
2888;J1930+1403g;19:30:18;+14:03;0.003210;*;*;*;*;
2889;J1930+1408;19:30:18.9;+14:08:55.3;0.425720;1.90e-18;*;*;*;
2890;J1930+1722;19:30:30.1;+17:22:53.2;1.609706;8.81e-16;*;*;*;
2891;J1930+1852;19:30:30.1;+18:52:14.1;0.136855;7.51e-13;*;HE;*;
2892;J1930-1852;19:30:29.7;-18:51:46.2;0.185520;1.80e-17;BT;*;*;
2893;J1930+2441;19:30:45.3;+24:41:01.5;0.005767;8.65e-21;ELL1;*;*;
2894;J1931-0144;19:31:32.0;-01:44:22.5;0.593661;2.93e-17;*;*;*;
2895;J1931+1439;19:31:40.4;+14:39:38.7;1.779226;6.33e-15;*;*;*;
2896;J1931+1536;19:31:55.7;+15:36:57.5;0.314355;5.01e-15;*;*;*;
2897;J1931+1817;19:31:52.7;+18:17:00.7;0.234131;1.07e-13;*;*;4;
2898;J1931+1952;19:31:55.8;+19:52:11.5;0.501123;1.01e-16;*;*;*;
2899;J1931+30;19:31:28;+30:35;0.582126;*;*;*;*;
2900;J1931+42;19:31;+42:30;*;*;*;RRAT[gac+21];*;
2901;J1932+1059;19:32:14.0;+10:59:33.3;0.226519;1.16e-15;*;HE[yhh94];*;
2902;J1932+1500;19:32:46.3;+15:00:22.2;1.864332;4.59e-16;BT;*;*;
2903;J1932+1756;19:32:07.2;+17:56:17.3;0.041831;4.32e-19;DD;*;*;
2904;J1932+1916;19:32:19.7;+19:16:39;0.208215;9.32e-14;*;NRAD;*;
2905;J1932+2020;19:32:08.0;+20:20:46.4;0.268217;4.22e-15;*;*;*;
2906;J1932+2220;19:32:22.7;+22:20:51.5;0.144470;5.76e-14;*;HE[sbc+19];3;
2907;J1932-3655;19:32:06.1;-36:55:01.7;0.571421;2.86e-16;*;*;*;
2908;J1933+0758;19:33:19.4;+07:58:07.0;0.437454;2.18e-16;*;*;*;
2909;J1933+1304;19:33:22.5;+13:04:49.9;0.928324;3.18e-16;*;*;*;
2910;J1933+1726;19:33:22.9;+17:26:49.6;0.021507;4.90e-20;ELL1;*;*;
2911;J1933+1923g;19:33:58;+19:23;0.371730;*;*;*;*;
2912;J1933+2038g;19:33:42;+20:38;0.040750;*;*;*;*;
2913;J1933+2421;19:33:37.8;+24:36:39.6;0.813690;8.11e-15;*;*;*;
2914;J1933+5335;19:33:01.1;+53:35:43;2.052574;1.26e-15;*;*;*;
2915;J1933-6211;19:33:32.4;-62:11:46.8;0.003543;3.87e-21;ELL1;*;*;
2916;J1934+1926;19:34:21.6;+19:26:35.3;0.230984;2.68e-18;*;*;*;
2917;J1934+2352;19:34:46.1;+23:52:55.9;0.178432;1.31e-13;*;*;*;
2918;J1934+5219;19:34:23.8;+52:19:57.6;0.568442;8.40e-17;*;*;*;
2919;J1935+1159;19:35:16.0;+11:59:09.2;1.939758;9.48e-16;*;*;*;
2920;J1935+1616;19:35:47.8;+16:16:39.9;0.358738;6.00e-15;*;*;*;
2921;J1935+1726;19:35:03.9;+17:26:28.4;0.004200;*;ELL1;*;*;
2922;J1935+1745;19:35:29.9;+17:45:12.2;0.654408;3.78e-16;*;*;*;
2923;J1935+1829;19:35:42.9;+18:29:28.1;0.843548;2.32e-15;*;*;*;
2924;J1935+2025;19:35:41.9;+20:25:40.1;0.080118;6.08e-14;*;*;*;
2925;J1935+2154;19:34:55.6;+21:53:48.2;3.244980;*;*;AXP,NRAD;*;
2926;J1936+1536;19:36:01.5;+15:36:36.0;0.967338;4.04e-15;*;*;*;
2927;J1936+18;19:36:03;+18:05;0.058345;*;*;*;*;
2928;J1936+1952g;19:36:00;+19:52;0.009720;*;*;*;*;
2929;J1936+2036g;19:36:41;+20:36;0.032920;*;*;*;*;
2930;J1936+2042;19:36:27.4;+20:42:04.5;1.390723;4.94e-14;*;*;*;
2931;J1936+21;19:36:11;+21:09;0.642960;*;*;*;*;
2932;J1936+217;19:37:00;+21:43;0.031582;*;*;*;*;
2933;J1937-00;19:37:09;-00:17;0.240100;*;*;*;*;
2934;J1937+1505;19:37:16.3;+15:05:19;2.872774;5.61e-15;*;*;*;
2935;J1937+1658;19:37:24.9;+16:58:42.5;0.003958;1.32e-20;ELL1;*;*;
2936;J1937+2544;19:37:01.2;+25:44:13.4;0.200980;6.43e-16;*;*;1;
2937;J1937+2950;19:37:47.6;+29:50:01.8;1.657429;3.48e-15;*;*;*;
2938;J1938+0650;19:37:53.4;+06:50:06.0;1.121562;5.68e-15;*;*;*;
2939;J1938+14;19:38:07;+15:06;2.902504;*;*;*;*;
2940;J1938+2010;19:38:08.3;+20:10:51.7;0.687082;3.40e-15;*;*;*;
2941;J1938+2012;19:38:40.0;+20:12:50.8;0.002634;7.50e-22;ELL1;*;*;
2942;J1938+2213;19:38:14.1;+22:13:12.6;0.166116;4.24e-14;*;*;*;
2943;J1938+2659;19:38:39.1;+26:59:14.9;0.883332;3.23e-15;*;*;*;
2944;J1938+6604;19:38:56.9;+66:04:31.7;0.022259;1.95e-20;ELL1;*;*;
2945;J1939+10;19:39:11;+10:45;2.310000;*;*;*;*;
2946;J1939+2134;19:39:38.5;+21:34:59.1;0.001558;1.05e-19;*;HE[tst+01];*;
2947;J1939+2352g;19:39:49;+23:52;2.145340;*;*;*;*;
2948;J1939+2449;19:39:05.5;+24:42:55.6;0.645302;1.83e-14;*;*;*;
2949;J1939+2609;19:39:42.3;+26:09:36.3;0.466963;5.20e-18;*;*;1;
2950;J1940+0239;19:40:33;+02:36:41;1.232240;*;*;*;*;
2951;J1940-0902;19:40:54.5;-09:02:18.0;0.978468;1.88e-15;*;*;*;
2952;J1940+2245;19:40:27.6;+22:45:46.6;0.258912;1.27e-14;*;*;*;
2953;J1940+2337;19:40:35.4;+23:37:46.5;0.546824;7.68e-14;*;*;*;
2954;J1940-24;19:40;-24;0.098200;*;*;*;*;
2955;J1940-2403;19:40:30;-24:03;1.855276;*;*;*;*;
2956;J1940+26;19:40:13;+26:01;0.004814;*;*;*;*;
2957;J1941+0121;19:41:16.0;+01:21:39.5;0.217317;1.91e-16;*;*;*;
2958;J1941-0746;19:41:05;-07:46:19;*;*;*;RRAT[mss+20];*;
2959;J1941+1026;19:41:32.3;+10:26:25.6;0.905394;9.96e-16;*;*;*;
2960;J1941+1341;19:41:04.8;+13:41:30.4;0.559084;1.24e-15;*;*;*;
2961;J1941+2525;19:41:20.8;+25:25:05.3;2.306153;1.61e-13;*;*;*;
2962;J1941-2602;19:41:00.4;-26:02:05.7;0.402858;9.56e-16;*;*;*;
2963;J1941+4320;19:41:58.9;+43:20:06.3;0.840906;1.15e-15;*;*;*;
2964;J1942+0147;19:42:27;+01:50:11;1.405040;*;*;*;*;
2965;J1942+1743;19:42:01.0;+17:43:28.3;0.696262;1.01e-16;*;*;*;
2966;J1942-2019;19:42:50.3;-20:19:23;0.275133;1.23e-17;*;*;*;
2967;J1942+3941;19:42:22.0;+39:41:41.4;1.353291;7.14e-17;*;*;*;
2968;J1942+8106;19:42:54.6;+81:06:17.3;0.203558;3.69e-17;*;*;*;
2969;J1943+0609;19:43:29.1;+06:09:57.6;0.446226;4.66e-16;*;*;*;
2970;J1943-1237;19:43:25.4;-12:37:42.4;0.972429;1.66e-15;*;*;*;
2971;J1943+2210;19:43:16.4;+22:10:23.1;0.005084;8.79e-21;ELL1;*;*;
2972;J1944+0907;19:44:09.3;+09:07:23.0;0.005185;1.73e-20;*;*;*;
2973;J1944-10;19:44;-10:17;0.409135;*;*;RRAT;*;
2974;J1944-1750;19:44:05.2;-17:50:11;0.841158;9.86e-16;*;*;*;
2975;J1944+1755;19:44:31.8;+17:55:42.4;1.996899;7.30e-16;*;*;*;
2976;J1944+2236;19:44:01.0;+22:36:22.6;0.003618;7.46e-21;*;*;*;
2977;J1945-0040;19:45:28.3;-00:40:58.1;1.045632;5.35e-16;*;*;*;
2978;J1945+07;19:45:55;+07:17;1.073900;*;*;*;*;
2979;J1945+1211;19:45:11.5;+12:11:46.2;4.756796;3.78e-15;*;*;*;
2980;J1945+1834;19:45:36.1;+18:34:20.1;1.068708;2.42e-16;*;*;*;
2981;J1946-09;19:46;-09;0.091200;*;*;*;*;
2982;J1946-1312;19:46:57.8;-13:12:36.4;0.491865;1.99e-15;*;*;*;
2983;J1946+14;19:46:52;+14:42;2.282440;*;*;*;*;
2984;J1946+1805;19:46:53.0;+18:05:41.2;0.440618;2.41e-17;*;*;*;
2985;J1946+2052;19:46:14.1;+20:52:24.6;0.016960;9.20e-19;DD;*;*;
2986;J1946+2244;19:46:24.8;+22:44:59.4;1.334450;8.89e-16;*;*;*;
2987;J1946+24;19:46:00;+23:58;4.729000;*;*;RRAT;*;
2988;J1946+2535;19:46:49.1;+25:35:51.5;0.515167;5.64e-15;*;*;*;
2989;J1946+2611;19:46:45.8;+26:11:49.2;0.435060;2.20e-14;*;*;*;
2990;J1946-2913;19:46:51.7;-29:13:47.1;0.959448;1.49e-15;*;*;*;
2991;J1946+3417;19:46:25.1;+34:17:14.6;0.003170;3.16e-21;DD;HE[sbc+19];*;
2992;J1946-5403;19:46:34.4;-54:03:42.5;0.002710;*;BT;HE[ckr+15];*;
2993;J1947+0915;19:47:46.2;+09:15:08.0;1.480744;4.78e-16;*;*;*;
2994;J1947+10;19:47:36;+10:44;1.110944;*;*;*;*;
2995;J1947-18;19:47:31;-18:58:12;0.002603;*;*;*;*;
2996;J1947+1957;19:47:19.4;+19:57:08.3;0.157509;5.23e-16;*;*;1;
2997;J1947+2011g;19:47:47;+20:11;0.008170;*;*;*;*;
2998;J1947-4215;19:47:06;-42:15;1.798069;*;*;*;*;
2999;J1947-43;19:47;-43:00;0.180940;*;*;*;*;
3000;J1948+1808;19:48:22.1;+18:08:30.1;0.394354;2.27e-16;*;*;*;
3001;J1948+2333;19:48:19.3;+23:33:03.2;0.528352;1.36e-14;*;*;*;
3002;J1948+2551;19:48:17.5;+25:51:51.9;0.196627;9.02e-15;*;*;*;
3003;J1948-27;19:48;-27;0.332000;*;*;*;*;
3004;J1948+2819;19:48:38.3;+28:19:20.0;0.932693;6.13e-14;*;*;*;
3005;J1948+3540;19:48:25.0;+35:40:11.0;0.717311;7.06e-15;*;*;*;
3006;J1949+2306;19:49:07.3;+23:06:55.5;1.319373;1.23e-16;*;*;*;
3007;J1949+2516g;19:49:37;+25:16;0.410340;*;*;*;*;
3008;J1949-2524;19:49:25.4;-25:24:01;0.957617;3.27e-15;*;*;*;
3009;J1949+3106;19:49:29.6;+31:06:03.8;0.013138;9.39e-20;DDGR;*;*;
3010;J1949+3426;19:49:13.6;+34:26:33.8;0.388539;2.02e-16;*;*;*;
3011;J1950+05;19:50:58;+05:35;0.455934;*;*;*;*;
3012;J1950+2352g;19:50:56;+23:52;0.319760;*;*;*;*;
3013;J1950+2414;19:50:45.0;+24:14:56.9;0.004305;1.88e-20;DDGR;HE[kls+15,aab+22];*;
3014;J1950+2556g;19:50:04;+25:56;2.038640;*;*;*;*;
3015;J1950+3001;19:50:53.6;+30:01:42.7;2.788918;1.49e-13;*;*;*;
3016;J1951+1123;19:51:08.2;+11:23:25.2;5.094083;3.03e-15;*;*;*;
3017;J1951+4724;19:51:07.4;+47:24:35.1;0.181928;3.01e-14;*;*;*;
3018;J1952+1410;19:52:06.1;+14:07:29.4;0.275026;1.28e-16;*;*;*;
3019;J1952+2513;19:52:20.7;+25:13:44.1;1.077647;1.06e-15;*;*;*;
3020;J1952+2630;19:52:36.8;+26:30:28.0;0.020732;4.27e-18;ELL1;*;*;
3021;J1952+2702g;19:52:18;+27:02;0.004140;*;*;*;*;
3022;J1952+2836g;19:52:48;+28:36;0.018020;*;*;*;*;
3023;J1952+3021;19:52:19.6;+30:21:20.0;1.665665;1.08e-14;*;*;*;
3024;J1952+3252;19:52:58.2;+32:52:40.5;0.039531;5.84e-15;*;HE[sof95,aaa+10m];6;
3025;J1953+1149;19:53:47.4;+11:49:42.6;0.851890;2.86e-15;*;*;*;
3026;J1953+1844g;19:53:44;+18:44;0.004440;*;*;*;*;
3027;J1953+1846A;19:53:46.5;+18:46:45;0.004888;*;BT;*;*;
3028;J1953+1846B;19:53:46.5;+18:46:45;0.079900;*;*;BINARY?[pqm+21];*;
3029;J1953+1846C;19:53:46.5;+18:46:45;0.028930;*;*;BINARY?[pqm+21];*;
3030;J1953+1846D;19:53:46.5;+18:46:45;0.100670;*;*;*;*;
3031;J1953+2732;19:53:07.8;+27:32:48.2;1.333965;1.77e-15;*;*;*;
3032;J1953+2819;19:53:35.2;+28:19:39.5;1.011002;2.14e-15;*;*;*;
3033;J1953+30;19:53:48;+30:13;1.271200;*;*;*;*;
3034;J1954+1021;19:54:36.8;+10:21:10.5;2.099440;1.73e-15;*;*;*;
3035;J1954+2407;19:54:00.3;+24:07:14.0;0.193405;1.06e-15;*;*;*;
3036;J1954+2529;19:54:19.7;+25:29:27.3;0.931210;1.26e-15;DD;*;1;
3037;J1954+2836;19:54:19.1;+28:36:06;0.092709;2.12e-14;*;NRAD;*;
3038;J1954+2923;19:54:22.5;+29:23:17.2;0.426677;1.71e-18;*;*;*;
3039;J1954+3852;19:54:01.0;+38:52:15.8;0.352933;6.60e-15;*;*;*;
3040;J1954+4357;19:54:38.4;+43:57:37.3;1.387041;2.20e-15;*;*;*;
3041;J1955-0907;19:55:57;-09:07:14;0.484000;*;*;RRAT[mss+20];*;
3042;J1955+2527;19:55:59.3;+25:27:03.4;0.004873;9.12e-21;*;*;*;
3043;J1955+2908;19:55:27.8;+29:08:43.4;0.006133;2.97e-20;DD;*;*;
3044;J1955+2912g;19:55:23;+29:12;0.279510;*;*;*;*;
3045;J1955+2930;19:55:07.5;+29:30:49.8;1.073878;3.36e-15;*;*;*;
3046;J1955+5059;19:55:18.7;+50:59:55.2;0.518938;1.37e-15;*;*;2;
3047;J1955+6708;19:55:38.7;+67:08:15.1;0.008565;1.26e-20;*;*;*;
3048;J1956+07;19:56:35;+07:16;5.012480;*;*;*;*;
3049;J1956+0838;19:56:52.2;+08:38:16.8;0.303911;2.20e-16;*;*;*;
3050;J1956-2752;19:56:28;-27:52:56;0.260014;*;*;RRAT[kkl+15];*;
3051;J1956+2826g;19:56:47;+28:26;0.071790;*;*;*;*;
3052;J1957-0002;19:57:42.6;-00:02:06.8;0.965096;8.05e-16;*;*;*;
3053;J1957+2516;19:57:34.6;+25:16:02.0;0.003962;2.74e-20;ELL1;HE[lbh+15,aab+22];*;
3054;J1957+2831;19:57:19.3;+28:31:43.8;0.307683;3.11e-15;*;*;4;
3055;J1957+5033;19:57:38.9;+50:33:18;0.374806;7.08e-15;*;NRAD;*;
3056;J1958+2846;19:58:40.0;+28:45:54;0.290389;2.12e-13;*;NRAD;*;
3057;J1958+3033;19:58:06.8;+30:33:52.7;1.098581;6.46e-15;*;*;*;
3058;J1958+56;19:58:00;+56:49;0.311800;*;*;*;*;
3059;J1959+2048;19:59:36.7;+20:48:15.1;0.001607;1.69e-20;BT;HE[aaa+10g];*;
3060;J1959+3620;19:59:38.0;+36:20:29.1;0.406081;3.60e-17;*;*;*;
3061;J2000+2920;20:00:16.5;+29:20:07.4;3.073783;3.74e-14;*;*;*;
3062;J2001-0349;20:01:53.3;-03:49:43.5;1.344724;1.12e-16;*;*;*;
3063;J2001+0701;20:01:50.9;+07:01:39.6;0.006820;1.44e-20;ELL1;*;*;
3064;J2001+4258;20:01:10.5;+42:58:06.2;0.719166;1.73e-14;*;*;*;
3065;J2002+1637;20:02:47.7;+16:37:16.7;0.276497;2.25e-16;*;*;*;
3066;J2002+30;20:02:58;+30:35;0.421794;*;*;*;*;
3067;J2002+3217;20:02:04.4;+32:17:18.3;0.696761;1.05e-13;*;*;*;
3068;J2002+4050;20:02:44.0;+40:50:53.9;0.905067;1.74e-15;*;*;*;
3069;J2003+2916;20:03:03.1;+29:16:00.9;1.009877;3.41e-16;*;*;*;
3070;J2004+2653;20:04:59.0;+26:53:40.4;0.665879;5.67e-17;*;*;*;
3071;J2004+3137;20:04:52.2;+31:37:10.0;2.111265;7.46e-14;*;*;*;
3072;J2004+3429;20:04:46.9;+34:29:17.7;0.240953;2.07e-13;*;*;*;
3073;J2005-0020;20:05:43.7;-00:20:21.9;2.279661;2.57e-14;*;*;1;
3074;J2005+3411g;20:05:45;+34:11;0.651050;*;*;*;*;
3075;J2005+3547;20:05:17.4;+35:47:25.4;0.615034;2.81e-16;*;*;*;
3076;J2005+3552;20:05:47.5;+35:52:24.3;0.307943;2.99e-15;*;*;*;
3077;J2006+0148;20:06:29.0;+01:48:53.9;0.002164;3.30e-21;ELL1;HE[drc+21];*;
3078;J2006-0807;20:06:16.3;-08:07:02.1;0.580871;4.60e-17;*;*;*;
3079;J2006+22;20:06:36;+22:04;1.741900;*;*;*;*;
3080;J2006+3102;20:06:11.0;+31:02:03;0.163695;2.49e-14;*;HE[nab+13,aab+22];*;
3081;J2006+4058;20:06:39.0;+40:58:53.4;0.499695;2.84e-16;*;*;*;
3082;J2007+0809;20:07:13.5;+08:09:33;0.325724;1.37e-16;*;*;*;
3083;J2007+0910;20:07:58.1;+09:10:12.9;0.458735;3.32e-16;*;*;*;
3084;J2007+20;20:07;+20:21;4.634000;*;*;RRAT;*;
3085;J2007+2722;20:07:15.8;+27:22:47.9;0.024497;9.61e-19;*;*;*;
3086;J2007+3120;20:07:09.0;+31:20:51.5;0.608205;1.56e-14;*;*;*;
3087;J2008+2513;20:08:35.4;+25:13:30.3;0.589196;5.40e-15;*;*;*;
3088;J2008+2755g;20:08:17;+27:55;1.519260;*;*;*;*;
3089;J2008+3139;20:08:39.9;+31:39:27.3;0.226119;8.28e-17;*;*;*;
3090;J2009+3122g;20:09:40;+31:22;0.076540;*;*;*;*;
3091;J2009+3326;20:09:49.1;+33:26:10.2;1.438369;1.47e-15;*;*;*;
3092;J2010-1323;20:10:45.9;-13:23:56.0;0.005223;4.83e-21;*;*;*;
3093;J2010+2845;20:10:05.0;+28:45:29.1;0.565369;9.07e-17;*;*;*;
3094;J2010+3051;20:10:03.9;+30:51:18.8;0.004816;4.87e-21;ELL1;*;*;
3095;J2010+31;20:10:35;+31:50;1.551535;*;*;*;*;
3096;J2010+3230;20:10:26.5;+32:30:07.3;1.442448;3.62e-15;*;*;*;
3097;J2011+3006g;20:11:12;+30:06;2.505660;*;*;*;*;
3098;J2011+3331;20:11:04.9;+33:31:24.6;0.931733;1.79e-15;*;*;*;
3099;J2012-2029;20:12:46.6;-20:29:31;0.544002;5.48e-16;*;*;*;
3100;J2013-0649;20:13:17.7;-06:49:05.3;0.580187;6.01e-16;*;*;*;
3101;J2013+3058;20:13:34.2;+30:58:50.6;0.276028;1.52e-16;*;*;*;
3102;J2013+3100g;20:13:57;+31:00;0.368550;*;*;*;*;
3103;J2013+3845;20:13:10.3;+38:45:43.3;0.230194;8.85e-15;*;*;*;
3104;J2015+0756;20:15:59.5;+07:56:36.0;0.004328;6.67e-21;ELL1;*;*;
3105;J2015+2524;20:15:12.7;+25:24:31.3;2.303299;5.10e-16;*;*;*;
3106;J2016+1948;20:16:57.4;+19:47:51.5;0.064940;4.01e-19;BT;*;*;
3107;J2017-0414;20:17;-04;0.040600;*;*;*;*;
3108;J2017+0603;20:17:22.7;+06:03:05.5;0.002896;7.99e-21;ELL1H;HE;*;
3109;J2017-1614;20:17:46.1;-16:14:15.5;0.002314;2.45e-21;ELL1;HE;*;
3110;J2017+2043;20:17:28.9;+20:43:31.9;0.537143;9.96e-16;*;*;*;
3111;J2017-2737;20:17;-27;0.224000;*;*;*;*;
3112;J2017+2819g;20:17:20;+28:19;1.832460;*;*;*;*;
3113;J2017+3625;20:17:55.8;+36:25:07.9;0.166749;1.36e-15;*;NRAD;*;
3114;J2017+5906;20:17:44.5;+59:06:46.9;0.403478;2.22e-16;*;*;*;
3115;J2018+2839;20:18:03.8;+28:39:54.2;0.557953;1.48e-16;*;*;*;
3116;J2018+3418g;20:18:15;+34:18;2.191600;*;*;*;*;
3117;J2018+3431;20:18:53.1;+34:31:00.5;0.387664;1.84e-15;*;*;*;
3118;J2019+2425;20:19:31.9;+24:25:15.3;0.003935;7.02e-21;BT;*;*;
3119;J2019+72;20:19;+72;0.219000;*;*;*;*;
3120;J2021+3651;20:21:05.4;+36:51:04.8;0.103741;9.57e-14;*;HE[aaa+09d];4;
3121;J2021+4024g;20:21:13;+40:24;0.370540;*;*;*;*;
3122;J2021+4026;20:21:29.9;+40:26:45.1;0.265318;5.47e-14;*;NRAD;*;
3123;J2022+21;20:22:24;+21:11;0.803500;*;*;*;*;
3124;J2022+2534;20:22;+25;0.002650;*;*;*;*;
3125;J2022+2854;20:22:37.0;+28:54:23.1;0.343402;1.89e-15;*;*;*;
3126;J2022+3842;20:22:21.6;+38:42:14.8;0.048579;8.61e-14;*;HE;1;
3127;J2022+3845g;20:22:11;+38:45;1.008900;*;*;*;*;
3128;J2022+5154;20:22:49.8;+51:54:50.2;0.529197;3.06e-15;*;*;1;
3129;J2023+2853g;20:23:16;+28:52;0.011330;*;*;*;*;
3130;J2023+5037;20:23:41.9;+50:37:34.8;0.372619;2.51e-15;*;*;*;
3131;J2024+48;20:24;+48;1.262000;*;*;*;*;
3132;J2027+0255;20:27:30.8;+02:55:37.9;0.010596;5.27e-20;*;*;*;
3133;J2027+2146;20:27:16.6;+21:46:04.4;0.398173;2.03e-16;*;*;*;
3134;J2027+4557;20:27:16.2;+45:57:57.0;1.099651;3.09e-16;*;*;*;
3135;J2027+7502;20:27:23.2;+75:02:29.3;0.515219;8.89e-16;*;*;*;
3136;J2028+3332;20:28:19.8;+33:32:04.3;0.176707;4.86e-15;*;NRAD;*;
3137;J2029+3744;20:29:23.8;+37:44:08.1;1.216805;1.23e-14;*;*;1;
3138;J2030+2228;20:30:40.4;+22:28:21.8;0.630513;8.85e-16;*;*;*;
3139;J2030+3641;20:30:00.2;+36:41:27.1;0.200129;6.50e-15;*;HE;*;
3140;J2030+3818g;20:30:08;+38:18;0.133720;*;*;*;*;
3141;J2030+3929g;20:30:47;+39:29;1.718420;*;*;*;*;
3142;J2030+3944g;20:30:22;+39:44;0.306180;*;*;*;*;
3143;J2030+4415;20:30:51.3;+44:15:38.1;0.227070;6.48e-15;*;NRAD;*;
3144;J2030+55;20:30;+55;0.579000;*;*;*;*;
3145;J2032+4127;20:32:13.1;+41:27:24.3;0.143246;1.13e-14;BT;HE;1;
3146;J2033+0042;20:33:31.1;+00:42:24.1;5.013400;9.69e-15;*;RRAT;*;
3147;J2033+1734;20:33:27.5;+17:34:58.4;0.005949;1.11e-20;DD;*;*;
3148;J2033-1938;20:33:55.4;-19:38:59;1.281719;4.55e-16;*;*;*;
3149;J2034+3632;20:34;-36:32;0.003650;1.72e-21;*;NRAD[nie+20];*;
3150;J2036+2835;20:36:46.3;+28:35:10.4;1.358727;2.09e-15;*;*;*;
3151;J2036+6646;20:36:52.3;+66:46:20.7;0.501927;9.40e-16;*;*;*;
3152;J2037+1942;20:37:14.5;+19:42:54.3;2.074377;2.04e-15;*;*;*;
3153;J2037+3621;20:37:27.4;+36:21:24.1;0.618715;4.50e-15;*;*;*;
3154;J2038+35;20:38;+35;0.160000;*;*;*;*;
3155;J2038-3816;20:38:54.3;-38:16:15.6;1.577289;4.16e-15;*;*;*;
3156;J2038+5319;20:38:03.1;+53:19:12.8;1.424568;9.44e-16;*;*;*;
3157;J2039-3616;20:39:16.6;-36:16:17;0.003270;8.43e-21;*;HE[slr+14,aab+22];*;
3158;J2039-5617;20:39:34.9;-56:17:09.2;0.002651;1.42e-20;ELL1;HE[cnv+21,cms+21];*;
3159;J2040+1657;20:40:17.8;+16:57:30.4;0.865606;5.95e-16;*;*;*;
3160;J2040-21;20:40;-21;0.563000;*;*;*;*;
3161;J2042+0246;20:42:11.0;+02:46:14.3;0.004534;1.40e-20;ELL1;HE;*;
3162;J2043+1711;20:43:20.8;+17:11:28.8;0.002380;5.24e-21;ELL1;HE;*;
3163;J2043+2740;20:43:43.5;+27:40:56;0.096131;1.27e-15;*;HE[naa+11];*;
3164;J2043+7045;20:43;+70:45;0.588000;*;*;*;*;
3165;J2044+28;20:44;+28;1.618000;*;*;*;*;
3166;J2044+4614;20:44:58.8;+46:14:54;1.392715;6.30e-16;*;*;*;
3167;J2045+0912;20:45:47.3;+09:12:29.1;0.395555;1.95e-16;*;*;*;
3168;J2045+3633;20:45:01.5;+36:33:01.4;0.031682;5.88e-19;DDGR;*;*;
